transform_type,heads_selection,high_key_max_value,high_value_max_value,low_key_max_value,low_value_max_value,axis_key,axis_value,cr
none,0.1,10,8,4,6,"(2,)","(1, 3)",6.7664
none,0.1,10,8,4,4,"(2,)","(1, 3)",6.8564
none,0.1,10,6,8,6,"(2,)","(1, 3)",7.1954
none,0.1,10,6,8,4,"(2,)","(1, 3)",7.2973
none,0.1,10,6,6,6,"(2,)","(1, 3)",7.2661
none,0.1,10,6,6,4,"(2,)","(1, 3)",7.3699
none,0.1,10,6,4,6,"(2,)","(1, 3)",7.3595
none,0.1,10,6,4,4,"(2,)","(1, 3)",7.4661
none,0.1,8,16,8,8,"(2,)","(1, 3)",5.8135
none,0.1,8,16,8,6,"(2,)","(1, 3)",5.8599
none,0.1,8,16,8,4,"(2,)","(1, 3)",5.9273
none,0.1,8,16,6,8,"(2,)","(1, 3)",5.8595
none,0.1,8,16,6,6,"(2,)","(1, 3)",5.9067
none,0.1,8,16,6,4,"(2,)","(1, 3)",5.9751
none,0.1,8,16,4,8,"(2,)","(1, 3)",5.9201
none,0.1,8,16,4,6,"(2,)","(1, 3)",5.9683
none,0.1,8,16,4,4,"(2,)","(1, 3)",6.0382
none,0.1,8,12,8,8,"(2,)","(1, 3)",6.2562
none,0.1,8,12,8,6,"(2,)","(1, 3)",6.31
none,0.1,8,12,8,4,"(2,)","(1, 3)",6.3882
none,0.1,8,12,6,8,"(2,)","(1, 3)",6.3095
none,0.1,8,12,6,6,"(2,)","(1, 3)",6.3643
none,0.1,8,12,6,4,"(2,)","(1, 3)",6.4438
none,0.1,8,12,4,8,"(2,)","(1, 3)",6.3799
none,0.1,8,12,4,6,"(2,)","(1, 3)",6.4359
none,0.1,8,12,4,4,"(2,)","(1, 3)",6.5172
none,0.1,8,10,8,8,"(2,)","(1, 3)",6.5744
none,0.1,8,10,8,6,"(2,)","(1, 3)",6.6339
none,0.1,8,10,8,4,"(2,)","(1, 3)",6.7204
none,0.1,8,10,6,8,"(2,)","(1, 3)",6.6333
none,0.1,8,10,6,6,"(2,)","(1, 3)",6.6939
none,0.1,8,10,6,4,"(2,)","(1, 3)",6.7819
none,0.1,8,10,4,8,"(2,)","(1, 3)",6.7111
none,0.1,8,10,4,6,"(2,)","(1, 3)",6.7731
none,0.1,8,10,4,4,"(2,)","(1, 3)",6.8633
none,0.1,8,8,8,8,"(2,)","(1, 3)",7.0142
none,0.1,8,8,8,6,"(2,)","(1, 3)",7.0819
none,0.1,8,8,8,4,"(2,)","(1, 3)",7.1806
none,0.1,8,8,6,8,"(2,)","(1, 3)",7.0813
none,0.1,8,8,6,6,"(2,)","(1, 3)",7.1503
none,0.1,8,8,6,4,"(2,)","(1, 3)",7.2509
none,0.1,8,8,4,8,"(2,)","(1, 3)",7.17
none,0.1,8,8,4,6,"(2,)","(1, 3)",7.2408
none,0.1,8,8,4,4,"(2,)","(1, 3)",7.344
none,0.1,8,6,8,6,"(2,)","(1, 3)",7.7344
none,0.1,8,6,8,4,"(2,)","(1, 3)",7.8521
none,0.1,8,6,6,6,"(2,)","(1, 3)",7.816
none,0.1,8,6,6,4,"(2,)","(1, 3)",7.9363
none,0.1,8,6,4,6,"(2,)","(1, 3)",7.9243
none,0.1,8,6,4,4,"(2,)","(1, 3)",8.048
none,0.1,6,16,6,8,"(2,)","(1, 3)",6.3178
none,0.1,6,16,6,6,"(2,)","(1, 3)",6.3727
none,0.1,6,16,6,4,"(2,)","(1, 3)",6.4524
none,0.1,6,16,4,8,"(2,)","(1, 3)",6.3883
none,0.1,6,16,4,6,"(2,)","(1, 3)",6.4445
none,0.1,6,16,4,4,"(2,)","(1, 3)",6.5261
none,0.1,6,12,6,8,"(2,)","(1, 3)",6.8441
none,0.1,6,12,6,6,"(2,)","(1, 3)",6.9086
none,0.1,6,12,6,4,"(2,)","(1, 3)",7.0024
none,0.1,6,12,4,8,"(2,)","(1, 3)",6.927
none,0.1,6,12,4,6,"(2,)","(1, 3)",6.9931
none,0.1,6,12,4,4,"(2,)","(1, 3)",7.0892
none,0.1,6,10,6,8,"(2,)","(1, 3)",7.2268
none,0.1,6,10,6,6,"(2,)","(1, 3)",7.2988
none,0.1,6,10,6,4,"(2,)","(1, 3)",7.4036
none,0.1,6,10,4,8,"(2,)","(1, 3)",7.3193
none,0.1,6,10,4,6,"(2,)","(1, 3)",7.3931
none,0.1,6,10,4,4,"(2,)","(1, 3)",7.5006
none,0.1,6,8,6,8,"(2,)","(1, 3)",7.7618
none,0.1,6,8,6,6,"(2,)","(1, 3)",7.8448
none,0.1,6,8,6,4,"(2,)","(1, 3)",7.966
none,0.1,6,8,4,8,"(2,)","(1, 3)",7.8685
none,0.1,6,8,4,6,"(2,)","(1, 3)",7.9539
none,0.1,6,8,4,4,"(2,)","(1, 3)",8.0785
none,0.1,6,6,6,6,"(2,)","(1, 3)",8.6534
none,0.1,6,6,6,4,"(2,)","(1, 3)",8.8011
none,0.1,6,6,4,6,"(2,)","(1, 3)",8.7863
none,0.1,6,6,4,4,"(2,)","(1, 3)",8.9386
none,0.2,16,16,8,8,"(2,)","(1, 3)",5.0653
none,0.2,16,16,8,6,"(2,)","(1, 3)",5.136
none,0.2,16,16,8,4,"(2,)","(1, 3)",5.2362
none,0.2,16,16,6,8,"(2,)","(1, 3)",5.1356
none,0.2,16,16,6,6,"(2,)","(1, 3)",5.2083
none,0.2,16,16,6,4,"(2,)","(1, 3)",5.3114
none,0.2,16,16,4,8,"(2,)","(1, 3)",5.2305
none,0.2,16,16,4,6,"(2,)","(1, 3)",5.3059
none,0.2,16,16,4,4,"(2,)","(1, 3)",5.413
none,0.2,16,12,8,8,"(2,)","(1, 3)",5.3599
none,0.2,16,12,8,6,"(2,)","(1, 3)",5.4391
none,0.2,16,12,8,4,"(2,)","(1, 3)",5.5516
none,0.2,16,12,6,8,"(2,)","(1, 3)",5.4386
none,0.2,16,12,6,6,"(2,)","(1, 3)",5.5202
none,0.2,16,12,6,4,"(2,)","(1, 3)",5.6361
none,0.2,16,12,4,8,"(2,)","(1, 3)",5.5452
none,0.2,16,12,4,6,"(2,)","(1, 3)",5.63
none,0.2,16,12,4,4,"(2,)","(1, 3)",5.7507
none,0.2,16,10,8,8,"(2,)","(1, 3)",5.5658
none,0.2,16,10,8,6,"(2,)","(1, 3)",5.6513
none,0.2,16,10,8,4,"(2,)","(1, 3)",5.7729
none,0.2,16,10,6,8,"(2,)","(1, 3)",5.6508
none,0.2,16,10,6,6,"(2,)","(1, 3)",5.7389
none,0.2,16,10,6,4,"(2,)","(1, 3)",5.8644
none,0.2,16,10,4,8,"(2,)","(1, 3)",5.766
none,0.2,16,10,4,6,"(2,)","(1, 3)",5.8578
none,0.2,16,10,4,4,"(2,)","(1, 3)",5.9885
none,0.2,16,8,8,8,"(2,)","(1, 3)",5.8426
none,0.2,16,8,8,6,"(2,)","(1, 3)",5.9369
none,0.2,16,8,8,4,"(2,)","(1, 3)",6.0712
none,0.2,16,8,6,8,"(2,)","(1, 3)",5.9363
none,0.2,16,8,6,6,"(2,)","(1, 3)",6.0337
none,0.2,16,8,6,4,"(2,)","(1, 3)",6.1725
none,0.2,16,8,4,8,"(2,)","(1, 3)",6.0636
none,0.2,16,8,4,6,"(2,)","(1, 3)",6.1652
none,0.2,16,8,4,4,"(2,)","(1, 3)",6.3102
none,0.2,16,6,8,6,"(2,)","(1, 3)",6.3383
